线路,临时车辆编号,车牌号,方向,始发站,发车时间,终点站,班次类型,班次类型判定依据,到达时间,全程时间,车速（km/h）,当日平均车速（km/h）,到达时间说明,到达误差估计（分钟）,本车首次观测,本车末次观测,数据源,区间站,区间站到达时间,区间站折返发车时间,区间时间说明,计划发车时间,发车时间依据,到达置信度,到达估算方法,参与车速排名,当日实际运营次数,当日计入排名班次,当日平均全程时间（分钟）,当日车速排名
182路,,沪A32298D,1,金杨路金口路,19:15,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,20:30,75分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,20:21,SHMAAS,,,,,19:15,计划发车,A,终点ETA确认/一致估算,是,7,7,77.3,7/14
182路,,沪A35717D,0,川沙客运站,19:30,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,20:45,75分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:11,21:22,SHMAAS,,,,,19:30,计划发车,A,终点ETA确认/一致估算,是,9,9,83.2,14/14
182路,,沪A68397D,1,金杨路金口路,19:30,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,20:46,76分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,20:41,SHMAAS,,,,,19:30,计划发车,A,终点ETA确认/一致估算,是,7,7,78.0,8/14
182路,,沪A68870D,1,金杨路金口路,19:50,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,21:03,73分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,21:01,SHMAAS,,,,,19:50,计划发车,A,终点ETA确认/一致估算,是,8,8,73.4,2/14
182路,,沪A67983D,0,川沙客运站,19:55,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,21:08,73分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:02,21:22,SHMAAS,,,,,19:55,计划发车,A,终点ETA确认/一致估算,是,8,8,78.2,10/14
182路,,沪A66513D,1,金杨路金口路,20:10,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,21:18,68分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,21:11,SHMAAS,,,,,20:10,计划发车,A,终点ETA确认/一致估算,是,8,8,73.9,3/14
182路,,沪A55712D,1,金杨路金口路,20:30,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,21:43,73分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:41,21:22,SHMAAS,,,,,20:30,计划发车,A,终点ETA确认/一致估算,是,8,8,74.0,4/14
182路,,沪A35717D,1,金杨路金口路,20:50,川沙客运站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,22:01,71分钟,,,SHMAAS末次终点ETA推算：21:22采样，终点ETA 39分钟,,06:11,21:22,SHMAAS,,,,,20:50,计划发车,C,末次终点ETA兜底,是,9,9,83.2,14/14
182路,,沪A67983D,1,金杨路金口路,21:15,川沙客运站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,22:36,81分钟,,,21:22采样：该车到重点站长岛路台儿庄路 ETA 3分钟；叠加该车自身同类时段从该站到终点历史中位数71分钟，约±5分钟,5,07:02,21:22,SHMAAS,,,,,21:15,计划发车,B,同车重点站剩余时间,是,8,8,78.2,10/14
浦东35路,,沪A66883D,1,康恩路康浦路,06:10,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:51,161分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,20:10,SHMAAS,,,,,06:10,计划发车,A,终点ETA确认/一致估算,是,5,5,147.4,29/32
浦东35路,,沪A68261D,0,东高路张杨北路,06:10,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:26,136分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,21:10,SHMAAS,,,,,06:10,计划发车,A,终点ETA确认/一致估算,是,4,4,135.2,14/32
浦东35路,,沪A68895D,0,东高路张杨北路,06:26,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:38,132分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,19:01,SHMAAS,,,,,06:26,计划发车,A,终点ETA确认/一致估算,是,4,4,133.2,7/32
浦东35路,,沪A71572D,1,康恩路康浦路,06:31,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:55,144分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,16:50,SHMAAS,,,,,06:31,计划发车,A,终点ETA确认/一致估算,是,4,4,134.0,11/32
浦东35路,,沪A11062A,0,东高路张杨北路,06:36,康恩路康浦路,疑似区间车,原方向在全程49%处后消失；随后反向物理轨迹由seq29推进至seq61，推进32站，达到≥2站确认条件,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,18:01,SHMAAS,物理seq32（站名待映射）,07:41,07:51,折返点按重建物理位置seq32映射；到达按末次同向ETA估算；折返发车结合首次反向物理观测取区间中点，约±10分钟；反向位置锦绣路花木路 ETA 7分钟参与校验,06:36,计划发车,D,待确认,否,3,0,,—/32
浦东35路,,沪A02316D,0,东高路张杨北路,06:41,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:04,143分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:21,21:20,SHMAAS,,,,,06:41,计划发车,A,终点ETA确认/一致估算,是,4,4,132.8,5/32
浦东35路,,沪A70597D,1,康恩路康浦路,06:42,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,17:50,SHMAAS,,,,,06:42,计划发车,D,证据不足,否,4,0,,—/32
浦东35路,,沪A09172D,0,东高路张杨北路,06:54,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:22,148分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:31,19:20,SHMAAS,,,,,06:54,计划发车,A,终点ETA确认/一致估算,是,4,4,138.5,19/32
浦东35路,,沪A95621D,1,康恩路康浦路,06:54,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:28,154分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:21,17:01,SHMAAS,,,,,06:54,计划发车,A,终点ETA确认/一致估算,是,4,4,136.5,17/32
浦东35路,,沪A05218D,0,东高路张杨北路,07:06,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:34,148分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:40,21:20,SHMAAS,,,,,07:06,计划发车,A,终点ETA确认/一致估算,是,4,4,134.5,12/32
浦东35路,,沪A73927D,1,康恩路康浦路,07:06,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:47,161分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:33,21:01,SHMAAS,,,,,07:06,计划发车,A,终点ETA确认/一致估算,是,4,4,138.8,20/32
浦东35路,,沪A15790A,1,康恩路康浦路,07:12,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,09:25,134分钟,,,07:40采样：该车到重点站康沈路秀康路 ETA 4分钟；叠加该车自身同类时段从该站到终点历史中位数101分钟，约±8分钟,8,07:01,19:20,SHMAAS,,,,,07:12,计划发车,B,同车重点站剩余时间,是,4,4,131.8,4/32
浦东35路,,沪A36993D,1,康恩路康浦路,07:18,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:51,153分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:01,21:20,SHMAAS,,,,,07:18,计划发车,A,终点ETA确认/一致估算,是,4,4,136.0,15/32
浦东35路,,沪A67672D,0,东高路张杨北路,07:18,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,09:42,144分钟,,,SHMAAS末次终点ETA推算：09:31采样，终点ETA 11分钟,,06:51,19:31,SHMAAS,,,,,07:18,计划发车,B,末次终点ETA兜底,是,4,4,135.0,13/32
浦东35路,,沪A67057D,1,康恩路康浦路,07:24,东高路张杨北路,疑似区间车,原方向在全程34%处后消失；随后反向物理轨迹由seq38推进至seq55，推进17站，达到≥2站确认条件,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,07:10,12:40,SHMAAS,物理seq23（站名待映射）,08:36,08:43,折返点按重建物理位置seq23映射；到达按末次同向ETA估算；折返发车结合首次反向物理观测取区间中点，约±7分钟；反向位置物理seq38（站名待映射） ETA 6分钟参与校验,07:24,计划发车,D,待确认,否,2,1,136.0,15/32
浦东35路,,沪A51682D,0,东高路张杨北路,07:30,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:54,144分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,07:01,21:20,SHMAAS,,,,,07:30,计划发车,A,终点ETA确认/一致估算,是,4,4,133.2,7/32
浦东35路,,沪A62880D,1,康恩路康浦路,07:30,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:11,161分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:20,20:51,SHMAAS,,,,,07:30,计划发车,A,终点ETA确认/一致估算,是,4,4,141.0,25/32
浦东35路,,沪A37823D,0,东高路张杨北路,07:42,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:02,140分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:40,19:50,SHMAAS,,,,,07:42,计划发车,A,终点ETA确认/一致估算,是,4,4,133.5,9/32
浦东35路,,沪A72873D,1,康恩路康浦路,07:42,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:18,156分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:20,21:20,SHMAAS,,,,,07:42,计划发车,A,终点ETA确认/一致估算,是,4,4,140.5,23/32
浦东35路,,沪A65668D,1,康恩路康浦路,07:54,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,10:24,150分钟,,,SHMAAS末次终点ETA推算：10:11采样，终点ETA 13分钟,,07:31,15:50,SHMAAS,,,,,07:54,计划发车,B,末次终点ETA兜底,是,3,3,139.0,21/32
浦东35路,,沪A66373D,0,东高路张杨北路,07:54,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:16,142分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,07:20,21:20,SHMAAS,,,,,07:54,计划发车,A,终点ETA确认/一致估算,是,4,4,128.0,2/32
浦东35路,,沪A55102D,0,东高路张杨北路,08:06,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:32,146分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:40,20:10,SHMAAS,,,,,08:06,计划发车,A,终点ETA确认/一致估算,是,4,4,132.8,5/32
浦东35路,,沪A67712D,1,康恩路康浦路,08:06,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:32,146分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,20:31,SHMAAS,,,,,08:06,计划发车,A,终点ETA确认/一致估算,是,3,3,141.7,27/32
浦东35路,,沪A62981D,1,康恩路康浦路,08:18,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:41,143分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:40,21:20,SHMAAS,,,,,08:18,计划发车,A,终点ETA确认/一致估算,是,4,3,139.3,22/32
浦东35路,,沪A02891D,0,东高路张杨北路,08:20,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:44,144分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,19:40,SHMAAS,,,,,08:20,计划发车,A,终点ETA确认/一致估算,是,2,2,147.0,28/32
浦东35路,,沪A68375D,1,康恩路康浦路,08:30,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:51,141分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,20:51,SHMAAS,,,,,08:30,计划发车,A,终点ETA确认/一致估算,是,3,3,137.3,18/32
浦东35路,,沪A57051D,0,东高路张杨北路,08:35,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:03,148分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,16:11,SHMAAS,,,,,08:35,计划发车,A,终点ETA确认/一致估算,是,3,3,133.7,10/32
浦东35路,,沪A62217D,1,康恩路康浦路,08:45,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:51,126分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,07:20,21:20,SHMAAS,,,,,08:45,计划发车,A,终点ETA确认/一致估算,是,4,3,131.0,3/32
浦东35路,,沪A66883D,0,东高路张杨北路,08:55,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:25,150分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,20:10,SHMAAS,,,,,08:55,计划发车,A,终点ETA确认/一致估算,是,5,5,147.4,29/32
浦东35路,,沪A68261D,1,康恩路康浦路,09:00,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:11,131分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,21:10,SHMAAS,,,,,09:00,计划发车,A,终点ETA确认/一致估算,是,4,4,135.2,14/32
浦东35路,,沪A68895D,1,康恩路康浦路,09:15,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:21,126分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,19:01,SHMAAS,,,,,09:15,计划发车,A,终点ETA确认/一致估算,是,4,4,133.2,7/32
浦东35路,,沪A71572D,0,东高路张杨北路,09:15,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:25,130分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,16:50,SHMAAS,,,,,09:15,计划发车,A,终点ETA确认/一致估算,是,4,4,134.0,11/32
浦东35路,,沪A11062A,0,东高路张杨北路,09:24,康恩路康浦路,疑似区间车,原方向在全程40%处后消失；随后反向物理轨迹由seq29推进至seq64，推进35站，达到≥2站确认条件,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,18:01,SHMAAS,物理seq26（站名待映射）,10:16,10:23,折返点按重建物理位置seq26映射；到达按末次同向ETA估算；折返发车结合首次反向物理观测取区间中点，约±8分钟；反向位置锦绣路花木路 ETA 0分钟参与校验,09:24,计划发车,D,待确认,否,3,0,,—/32
浦东35路,,沪A02316D,1,康恩路康浦路,09:30,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:36,126分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:21,21:20,SHMAAS,,,,,09:30,计划发车,A,终点ETA确认/一致估算,是,4,4,132.8,5/32
浦东35路,,沪A70597D,0,东高路张杨北路,09:30,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,17:50,SHMAAS,,,,,09:30,计划发车,D,证据不足,否,4,0,,—/32
浦东35路,,沪A09172D,1,康恩路康浦路,09:45,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:52,127分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:31,19:20,SHMAAS,,,,,09:45,计划发车,A,终点ETA确认/一致估算,是,4,4,138.5,19/32
浦东35路,,沪A95621D,0,东高路张杨北路,09:45,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:54,129分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:21,17:01,SHMAAS,,,,,09:45,计划发车,A,终点ETA确认/一致估算,是,4,4,136.5,17/32
浦东35路,,沪A05218D,1,康恩路康浦路,10:00,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:06,126分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:40,21:20,SHMAAS,,,,,10:00,计划发车,A,终点ETA确认/一致估算,是,4,4,134.5,12/32
浦东35路,,沪A73927D,0,东高路张杨北路,10:00,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:13,133分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:33,21:01,SHMAAS,,,,,10:00,计划发车,A,终点ETA确认/一致估算,是,4,4,138.8,20/32
浦东35路,,沪A36993D,0,东高路张杨北路,10:10,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,12:17,127分钟,,,SHMAAS末次终点ETA推算：12:11采样，终点ETA 6分钟,,07:01,21:20,SHMAAS,,,,,10:10,计划发车,B,末次终点ETA兜底,是,4,4,136.0,15/32
浦东35路,,沪A67672D,1,康恩路康浦路,10:15,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:21,126分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:51,19:31,SHMAAS,,,,,10:15,计划发车,A,终点ETA确认/一致估算,是,4,4,135.0,13/32
浦东35路,,沪A62880D,0,东高路张杨北路,10:20,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,12:29,129分钟,,,SHMAAS末次终点ETA推算：12:11采样，终点ETA 18分钟,,07:20,20:51,SHMAAS,,,,,10:20,计划发车,B,末次终点ETA兜底,是,4,4,141.0,25/32
浦东35路,,沪A51682D,1,康恩路康浦路,10:30,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:35,125分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,07:01,21:20,SHMAAS,,,,,10:30,计划发车,A,终点ETA确认/一致估算,是,4,4,133.2,7/32
浦东35路,,沪A72873D,0,东高路张杨北路,10:40,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,12:47,127分钟,,,12:40采样：该车到重点站康弘路康丽路 ETA 4分钟；叠加该车自身同类时段从该站到终点历史中位数3分钟，约±5分钟,5,07:20,21:20,SHMAAS,,,,,10:40,计划发车,B,同车重点站剩余时间,是,4,4,140.5,23/32
浦东35路,,沪A37823D,1,康恩路康浦路,10:45,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:52,127分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:40,19:50,SHMAAS,,,,,10:45,计划发车,A,终点ETA确认/一致估算,是,4,4,133.5,9/32
浦东35路,,沪A65668D,0,东高路张杨北路,11:00,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:12,132分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,07:31,15:50,SHMAAS,,,,,11:00,计划发车,A,终点ETA确认/一致估算,是,3,3,139.0,21/32
浦东35路,,沪A66373D,1,康恩路康浦路,11:00,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,13:00,120分钟,,,SHMAAS末次终点ETA推算：12:51采样，终点ETA 9分钟,,07:20,21:20,SHMAAS,,,,,11:00,计划发车,B,末次终点ETA兜底,是,4,4,128.0,2/32
浦东35路,,沪A55102D,1,康恩路康浦路,11:15,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,13:18,124分钟,,,SHMAAS末次终点ETA推算：13:10采样，终点ETA 8分钟,,06:40,20:10,SHMAAS,,,,,11:15,计划发车,B,末次终点ETA兜底,是,4,4,132.8,5/32
浦东35路,,沪A62981D,0,东高路张杨北路,11:20,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:25,125分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:40,21:20,SHMAAS,,,,,11:20,计划发车,A,终点ETA确认/一致估算,是,4,3,139.3,22/32
浦东35路,,沪A57051D,1,康恩路康浦路,11:25,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:32,127分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,16:11,SHMAAS,,,,,11:25,计划发车,A,终点ETA确认/一致估算,是,3,3,133.7,10/32
浦东35路,,沪A62217D,0,东高路张杨北路,11:40,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:42,122分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,07:20,21:20,SHMAAS,,,,,11:40,计划发车,A,终点ETA确认/一致估算,是,4,3,131.0,3/32
浦东35路,,沪A71572D,1,康恩路康浦路,11:50,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:55,125分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,16:50,SHMAAS,,,,,11:50,计划发车,A,终点ETA确认/一致估算,是,4,4,134.0,11/32
浦东35路,,沪A68895D,0,东高路张杨北路,12:05,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,14:11,126分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,19:01,SHMAAS,,,,,12:05,计划发车,A,终点ETA确认/一致估算,是,4,4,133.2,7/32
浦东35路,,沪A95621D,1,康恩路康浦路,12:15,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,14:27,132分钟,,,SHMAAS多次终点ETA一致估算，约±4分钟,4,06:21,17:01,SHMAAS,,,,,12:15,计划发车,A,终点ETA确认/一致估算,是,4,4,136.5,17/32
浦东35路,,沪A09172D,0,东高路张杨北路,12:30,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,14:37,127分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:31,19:20,SHMAAS,,,,,12:30,计划发车,A,终点ETA确认/一致估算,是,4,4,138.5,19/32
浦东35路,,沪A79307D,1,康恩路康浦路,12:30,东高路张杨北路,疑似区间车,原方向在全程36%处后消失；随后反向物理轨迹由seq38推进至seq56，推进18站，达到≥2站确认条件,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,09:51,20:31,SHMAAS,物理seq24（站名待映射）,13:22,13:31,折返点按重建物理位置seq24映射；到达按末次同向ETA估算；折返发车结合首次反向物理观测取区间中点，约±9分钟；反向位置物理seq38（站名待映射） ETA 31分钟参与校验,12:30,计划发车,D,待确认,否,1,0,,—/32
浦东35路,,沪A15790A,1,康恩路康浦路,12:40,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,14:50,130分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:01,19:20,SHMAAS,,,,,12:40,计划发车,A,终点ETA确认/一致估算,是,4,4,131.8,4/32
浦东35路,,沪A67672D,0,东高路张杨北路,12:55,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,14:59,125分钟,,,SHMAAS末次终点ETA推算：14:50采样，终点ETA 9分钟,,06:51,19:31,SHMAAS,,,,,12:55,计划发车,B,末次终点ETA兜底,是,4,4,135.0,13/32
浦东35路,,沪A67057D,1,康恩路康浦路,13:05,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,15:20,136分钟,,,按该车自身同方向、同类时段历史全程时间中位数136分钟估算，约±5分钟,5,07:10,12:40,SHMAAS,,,,,13:05,计划发车,B,同车历史全程时间,是,2,1,136.0,15/32
浦东35路,,沪A62880D,1,康恩路康浦路,13:10,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,15:25,135分钟,,,SHMAAS末次终点ETA推算：15:21采样，终点ETA 4分钟,,07:20,20:51,SHMAAS,,,,,13:10,计划发车,B,末次终点ETA兜底,是,4,4,141.0,25/32
浦东35路,,沪A37823D,0,东高路张杨北路,13:20,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,15:33,133分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:40,19:50,SHMAAS,,,,,13:20,计划发车,A,终点ETA确认/一致估算,是,4,4,133.5,9/32
浦东35路,,沪A65668D,1,康恩路康浦路,13:40,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,15:55,135分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,07:31,15:50,SHMAAS,,,,,13:40,计划发车,A,终点ETA确认/一致估算,是,3,3,139.0,21/32
浦东35路,,沪A55102D,0,东高路张杨北路,13:45,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,15:51,126分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:40,20:10,SHMAAS,,,,,13:45,计划发车,A,终点ETA确认/一致估算,是,4,4,132.8,5/32
浦东35路,,沪A57051D,0,东高路张杨北路,14:10,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,16:16,126分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,16:11,SHMAAS,,,,,14:10,计划发车,A,终点ETA确认/一致估算,是,3,3,133.7,10/32
浦东35路,,沪A66883D,1,康恩路康浦路,14:10,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,16:43,154分钟,,,16:40采样：该车到重点站东高路张杨北路 ETA 1分钟；叠加该车自身同类时段从该站到终点历史中位数2分钟，约±5分钟,5,06:01,20:10,SHMAAS,,,,,14:10,计划发车,B,同车重点站剩余时间,是,5,5,147.4,29/32
浦东35路,,沪A71572D,0,东高路张杨北路,14:35,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,16:52,137分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,16:50,SHMAAS,,,,,14:35,计划发车,A,终点ETA确认/一致估算,是,4,4,134.0,11/32
浦东35路,,沪A66883D,1,康恩路康浦路,14:40,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,16:41,121分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,20:10,SHMAAS,,,,,14:40,计划发车,A,终点ETA确认/一致估算,是,5,5,147.4,29/32
浦东35路,,沪A70597D,1,康恩路康浦路,14:40,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,17:50,SHMAAS,,,,,14:40,计划发车,D,证据不足,否,4,0,,—/32
浦东35路,,沪A95621D,0,东高路张杨北路,15:00,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,17:11,131分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:21,17:01,SHMAAS,,,,,15:00,计划发车,A,终点ETA确认/一致估算,是,4,4,136.5,17/32
浦东35路,,沪A73927D,1,康恩路康浦路,15:10,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,17:22,132分钟,,,SHMAAS末次终点ETA推算：17:11采样，终点ETA 11分钟,,06:33,21:01,SHMAAS,,,,,15:10,计划发车,B,末次终点ETA兜底,是,4,4,138.8,20/32
浦东35路,,沪A15790A,0,东高路张杨北路,15:25,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,17:41,136分钟,,,SHMAAS多次终点ETA一致估算，约±4分钟,4,07:01,19:20,SHMAAS,,,,,15:25,计划发车,A,终点ETA确认/一致估算,是,4,4,131.8,4/32
浦东35路,,沪A11062A,0,东高路张杨北路,15:35,康恩路康浦路,疑似区间车,原方向在全程40%处后消失；随后反向物理轨迹由seq28推进至seq62，推进34站，达到≥2站确认条件,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,18:01,SHMAAS,物理seq26（站名待映射）,16:25,16:33,折返点按重建物理位置seq26映射；到达按末次同向ETA估算；折返发车结合首次反向物理观测取区间中点，约±7分钟；反向位置物理seq28（站名待映射） ETA 0分钟参与校验,15:35,计划发车,D,待确认,否,3,0,,—/32
